OHSAA.ID,DoE_IRN,School District,Status,Total,Male%,HS_Students,OHSAA_Est,nonWhite%,EconDis%, Cost ,Direction,FootballTwitter,Census_GeoID,Median Inc,Total POP,Urban,Suburban,Rural
1124,NA,Springfield City School District,Merged 2008,7678,51.90%,1946,816,44.90%,100.00%,,NA,,3904481," $31,562 ",26718,100.0%,0.0%,0.0%
1130,26070,North Baltimore Local,Open,620,54.70%,169,73,12.30%,51.90%,,34 miles south of downtown Toledo,@NBLS_Football,3905070," $53,060 ",1807,0.0%,82.5%,17.5%
1134,26120,North College Hill City,Open,1649,52.70%,419,177,91.60%,77.00%,,10 miles north of downtown Cincinnati,@NCHTrojanFB,3904451," $41,127 ",4829,100.0%,0.0%,0.0%
1136,27656,Northeastern Local,Open,3172,53.40%,934,388,9.30%,27.50%,,31 miles east of downtown Dayton,,3904625," $55,961 ",9900,63.7%,0.0%,36.3%
1140,27680,Columbus City School District,Open,50304,51.40%,13226,5604,77.00%,100.00%,,9 miles north of downtown Columbus,,3904380," $40,516 ",248000,99.9%,0.0%,0.1%
1142,27698,Northmont City,Open,4907,52.00%,1486,612,32.70%,33.30%,,13 miles northwest of downtown Dayton,@Northmont_Fball,3904872," $62,340 ",14608,91.3%,0.0%,8.7%
1144,27722,Northmor Local,Open,1067,52.80%,295,128,4.40%,41.50%,,50 miles north of downtown Columbus,,3904881," $54,188 ",3184,0.0%,0.0%,100.0%
1146,26302,North Olmsted City,Open,3796,52.60%,1212,472,17.10%,36.50%,,15 miles west of downtown Cleveland,,3904452," $61,742 ",14358,100.0%,0.0%,0.0%
1148,27763,Northridge Local,Open,1166,50.40%,376,144,6.00%,26.40%,,5 miles north of downtown Dayton,,3904873," $29,982 ",5184,100.0%,0.0%,0.0%
1150,27771,Northridge Local,Open,1166,50.40%,376,144,6.00%,26.40%,,27 miles northeast of downtown Columbus,,3904873," $29,982 ",5184,100.0%,0.0%,0.0%
1152,26336,North Ridgeville City,Open,4348,52.50%,1196,491,10.30%,19.90%,,20 miles west of downtown Cleveland,@rangersfootball,3904453," $68,778 ",12110,99.8%,0.0%,0.2%
1154,10660,North Royalton City,Open,4147,53.10%,1498,590,15.80%,16.60%,,15 miles south of downtown Cleveland,,3904454," $71,721 ",16182,97.8%,0.0%,2.2%
1156,26393,North Union Local School District,Open,1523,49.70%,424,162,4.70%,37.50%,,38 miles northwest of downtown Columbus,,3905033," $56,794 ",3341,0.0%,0.0%,100.0%
1158,27995,Norton City,Open,2587,50.30%,865,330,7.30%,36.50%,,8 miles west of downtown Akron,,3904455," $64,877 ",5816,92.8%,0.0%,7.2%
1160,28068,Norwalk City,Open,2716,50.70%,753,296,19.40%,50.30%,,53 miles west of downtown Cleveland,,3904456," $43,882 ",8218,0.0%,88.7%,11.3%
1162,27862,Northwest Local,Open,8954,52.90%,2649,1068,48.90%,49.80%,,14 miles southwest of downtown Akron,@CFNW_FOOTBALL,3904736," $61,268 ",30985,95.1%,0.0%,4.9%
1164,64683,Northwest Local,Open,8954,52.90%,2649,1068,48.90%,49.80%,,14 miles north of downtown Cincinnati,,3904736," $61,268 ",30985,95.1%,0.0%,4.9%
1166,27854,Northwest Local,Open,8954,52.90%,2649,1068,48.90%,49.80%,,77 miles south of downtown Columbus,,3904736," $61,268 ",30985,95.1%,0.0%,4.9%
1168,27896,Northwestern Local,Open,1680,51.40%,501,201,7.70%,29.70%,,23 miles northeast of downtown Dayton,,3904626," $57,941 ",4760,30.4%,0.0%,69.6%
1170,27888,Northwestern Local,Open,1680,51.40%,501,201,7.70%,29.70%,,34 miles west of downtown Akron,,3904626," $57,941 ",4760,30.4%,0.0%,69.6%
1172,27961,Northwood Local Schools,Open,936,52.00%,263,107,21.50%,53.20%,,6 miles southeast of downtown Toledo,,3905071," $57,488 ",2116,99.4%,0.0%,0.6%
1174,28076,Norwayne Local,Open,1472,50.50%,417,168,4.50%,28.30%,,23 miles west of downtown Akron,,3905056," $51,824 ",3331,3.8%,26.7%,69.5%
1176,28100,Norwood City,Open,1981,51.80%,557,212,31.60%,65.30%,,6 miles northeast of downtown Cincinnati,,3904457," $40,282 ",9529,100.0%,0.0%,0.0%
1178,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$6,550 ",85 miles east of downtown Cincinnati,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1180,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$12,795 ",25 miles east of downtown Cleveland,@NDCL_Football,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1184,28183,Benton Carroll Salem Local,Open,1480,48.20%,464,173,6.90%,36.60%,,24 miles east of downtown Toledo,@OHRocketFB,3904892," $57,211 ",5072,0.0%,24.5%,75.5%
1186,119,Oak Hill Union Local,Open,1203,53.00%,328,139,1.40%,72.50%,,78 miles south of downtown Columbus,,3904776," $39,670 ",3283,0.0%,0.0%,100.0%
1188,28217,Oak Hills Local,Open,7686,49.80%,2265,851,12.30%,20.30%,,9 miles west of downtown Cincinnati,@OakHillsFB,3904737," $69,549 ",25487,100.0%,0.0%,0.0%
1190,28373,Oakwood City,Open,2100,49.50%,725,262,15.90%,3.40%,,5 miles southeast of downtown Dayton,,3904458," $96,790 ",3770,100.0%,0.0%,0.0%
1192,28399,Oberlin City Schools,Open,968,50.60%,302,126,49.90%,79.50%,,32 miles west of downtown Cleveland,,3904459," $54,736 ",3981,0.0%,71.3%,28.7%
1202,28548,Olentangy Local,Open,21002,51.00%,6184,2423,24.80%,6.30%,,18 miles north of downtown Columbus,@OHSBravesFB,3904676," $114,316 ",27029,92.6%,0.0%,7.4%
1203,145953,Olentangy Local,Open,21002,51.00%,6184,2423,24.80%,6.30%,,18 miles northwest of downtown Columbus,@OlibFootball,3904676," $114,316 ",27029,92.6%,0.0%,7.4%
1204,28605,Olmsted Falls City,Open,3677,52.50%,1224,493,8.00%,17.30%,,17 miles southwest of downtown Cleveland,@OFfootball1,3904657," $71,506 ",10561,99.6%,0.0%,0.4%
1206,28670,Ontario Local,Open,1922,50.20%,558,225,17.40%,36.70%,,59 miles northeast of downtown Columbus,,3904947," $54,583 ",4842,58.2%,0.0%,41.8%
1207,NA,Private,????,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,28 miles west of downtown Cleveland,@ODCSPatriotsFB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1208,28712,Orange City,Open,2007,52.30%,683,260,32.10%,12.60%,,14 miles east of downtown Cleveland,@OrangeLionsFB,3910016," $121,788 ",5753,92.5%,0.0%,7.5%
1210,28779,Orrville City,Open,1533,51.80%,385,163,25.60%,50.60%,,21 miles southwest of downtown Akron,,3904461," $49,696 ",4675,0.0%,81.9%,18.1%
1211,9286,Olentangy Local,Open,21002,51.00%,6184,2423,24.80%,6.30%,,16 miles north of downtown Columbus,@OOHS_Football,3904676," $114,316 ",27029,92.6%,0.0%,7.4%
1212,28860,Otsego Local,Open,1525,52.30%,422,164,8.10%,21.90%,,20 miles southwest of downtown Toledo,@Otsego_Football,3905072," $68,406 ",4079,0.0%,0.0%,100.0%
1214,28910,Ottawa-Glandorf Local,Open,1551,52.00%,475,184,14.10%,18.40%,,52 miles southwest of downtown Toledo,,3904937," $61,486 ",3594,0.0%,63.2%,36.8%
1216,28894,Ottawa Hills Local,Open,946,54.90%,317,129,21.60%,0.50%,,6 miles west of downtown Toledo,,3904821," $118,700 ",1852,100.0%,0.0%,0.0%
1224,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$11,670 ",10 miles south of downtown Cleveland,@PaduaFootball,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1226,29025,Paint Valley Local,Open,862,51.90%,267,107,4.10%,99.80%,,53 miles south of downtown Columbus,,3904951," $37,965 ",2603,0.0%,11.9%,88.1%
1228,29074,Pandora-Gilboa Local,Open,538,53.70%,162,63,5.40%,19.70%,,55 miles southwest of downtown Toledo,,3904939," $61,653 ",1341,0.0%,0.0%,100.0%
1230,29280,Parkway Local,Open,1012,52.50%,264,110,2.90%,26.40%,,69 miles northwest of downtown Dayton,,3904857," $50,163 ",2527,0.0%,0.0%,100.0%
1232,29330,Parma City,Open,10258,51.60%,3619,1374,22.00%,43.00%,,9 miles south of downtown Cleveland,@ParmaRedmen,3904463," $51,884 ",52065,100.0%,0.0%,0.0%
1234,8433,Patrick Henry Local,Open,845,49.90%,248,99,10.80%,29.50%,,40 miles southwest of downtown Toledo,,3904759," $53,211 ",2308,0.0%,0.0%,100.0%
1235,66795,Dayton City,Open,13093,51.10%,3838,1554,74.50%,100.00%,,2 miles southwest of downtown Dayton,,3904384," $28,347 ",80910,100.0%,0.0%,0.0%
1236,29454,Paulding Exempted Village,Open,1431,52.00%,360,145,8.80%,44.50%,,66 miles southwest of downtown Toledo,,3904557," $46,032 ",4670,0.0%,36.2%,63.8%
1240,29637,Perkins Local,Open,1944,52.40%,589,243,21.10%,30.00%,,48 miles east of downtown Toledo,,3904681," $61,454 ",5897,0.0%,83.1%,16.9%
1242,29694,Perry Local,Open,795,50.40%,203,88,43.60%,100.00%,,66 miles north of downtown Dayton,,3904578," $35,139 ",1706,52.7%,0.0%,47.3%
1244,29702,Perry Local,Open,795,50.40%,203,88,43.60%,100.00%,,6 miles west of downtown Canton,@Perry_Football,3904578," $35,139 ",1706,52.7%,0.0%,47.3%
1246,29710,Perry Local,Open,795,50.40%,203,88,43.60%,100.00%,,35 miles northeast of downtown Cleveland,,3904578," $35,139 ",1706,52.7%,0.0%,47.3%
1248,29744,Perrysburg Exempted Village,Open,5114,52.40%,1494,613,16.40%,10.50%,,12 miles southwest of downtown Toledo,@PBurgFBall,3904558," $84,924 ",11456,97.8%,0.0%,2.2%
1252,29843,Franklin Local,Open,1912,50.30%,469,189,3.80%,48.80%,,58 miles east of downtown Columbus,@PhiloFootball1,3904884," $45,188 ",5634,0.0%,22.3%,77.7%
1254,29876,Pickerington Local,Open,10472,51.40%,3479,1360,41.00%,22.80%,,15 miles east of downtown Columbus,@PCtigerfootball,3904689," $84,838 ",17482,95.8%,0.0%,4.2%
1255,145086,Pickerington Local,Open,10472,51.40%,3479,1360,41.00%,22.80%,,15 miles east of downtown Columbus,@pnfootball,3904689," $84,838 ",17482,95.8%,0.0%,4.2%
1256,29991,Scioto Valley Local,Open,1181,53.80%,279,123,3.00%,99.90%,,64 miles south of downtown Columbus,,3904913," $39,533 ",3600,0.0%,24.3%,75.7%
1258,30098,Piqua City,Open,3290,51.60%,903,377,15.30%,49.70%,,29 miles north of downtown Dayton,,3904464," $44,544 ",10739,0.0%,89.2%,10.8%
1260,30304,Pleasant Local,Open,1164,52.70%,369,151,6.70%,29.60%,,40 miles north of downtown Columbus,,3904842," $54,329 ",3812,0.0%,65.4%,34.6%
1262,30429,Plymouth-Shiloh Local,Open,694,52.40%,167,71,8.20%,42.20%,,60 miles west of downtown Akron,,3904946," $48,451 ",2029,0.0%,0.0%,100.0%
1264,30452,Poland Local,Open,1835,51.70%,655,248,8.00%,14.10%,,9 miles southeast of downtown Youngstown,,3904834," $71,994 ",6496,93.2%,0.0%,6.8%
1266,30841,Port Clinton City,Open,1723,51.10%,553,231,20.50%,43.70%,,35 miles east of downtown Toledo,,3904465," $50,245 ",10062,0.0%,80.7%,19.3%
1268,30569,Portsmouth City,Open,1674,52.30%,363,151,25.80%,99.00%,,85 miles east of downtown Cincinnati,,3910027," $29,394 ",9951,0.0%,91.7%,8.3%
1270,30585,Washington-Nile Local,Open,1459,53.70%,379,159,5.40%,84.10%,,82 miles east of downtown Cincinnati,,3904965," $37,013 ",3548,0.0%,30.4%,69.6%
1272,34264,Preble Shawnee Local,Open,1380,51.50%,375,150,1.30%,51.40%,,22 miles west of downtown Dayton,,3904928," $55,015 ",3817,0.0%,7.9%,92.1%
1274,30759,Princeton City,Open,5934,51.40%,1600,642,76.60%,66.00%,,14 miles north of downtown Cincinnati,@VikeNationFB,3904467," $52,804 ",19625,100.0%,0.0%,0.0%
1276,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$8,795 ",4 miles northeast of downtown Cincinnati,@PMCavsFootball,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1280,30932,Pymatuning Valley Local,Open,1208,51.20%,334,133,5.60%,64.20%,,37 miles north of downtown Youngstown,,3904588," $43,061 ",3706,0.0%,0.0%,100.0%
1281,31104,Ravenna City,Open,2313,51.60%,590,233,25.10%,98.70%,,18 miles east of downtown Akron,@RavennaRavens,3904468," $39,903 ",9732,89.1%,0.0%,10.9%
1282,NA,Youngstown City,????,5224,52.70%,1421,566,85.50%,100.00%,,3 miles north of downtown Youngstown,,3904516," $25,063 ",34182,98.2%,0.0%,1.8%
1284,31187,Reading Community City,Open,1579,49.00%,367,137,18.50%,60.80%,,11 miles northeast of downtown Cincinnati,@ReadingFtball,3904469," $44,144 ",5068,100.0%,0.0%,0.0%
1288,31393,Revere Local,Open,2721,52.70%,858,344,14.30%,4.10%,,12 miles northwest of downtown Akron,,3905005," $101,061 ",8118,62.0%,0.0%,38.0%
1290,012094/012514/012515/012516,Reynoldsburg City,Open,7302,52.90%,2132,885,64.20%,57.70%,,11 miles east of downtown Columbus,@ReynoldsburgFB,3904700," $61,231 ",16407,100.0%,0.0%,0.0%
1292,017830/016882/016883,Cleveland Municipal,Open,38666,51.60%,11963,4847,84.30%,100.00%,,7 miles southwest of downtown Cleveland,,3904378," $26,647 ",208325,100.0%,0.0%,0.0%
1294,31583,Richmond Heights Local,Open,796,52.80%,244,92,95.40%,58.50%,,12 miles east of downtown Cleveland,,3904659," $50,960 ",5051,100.0%,0.0%,0.0%
1296,31666,Ridgedale Local,Open,668,50.30%,186,71,5.80%,48.20%,,49 miles north of downtown Columbus,,3904843," $50,717 ",1902,0.0%,15.8%,84.2%
1298,31716,Ridgemont Local,Open,495,49.10%,150,59,5.90%,24.00%,,50 miles northwest of downtown Columbus,,3904750," $63,700 ",1248,0.0%,0.0%,100.0%
1300,31732,Ridgewood Local,Open,1220,51.70%,333,141,3.90%,54.30%,,43 miles southwest of downtown Canton,@RHSfootballLive,3904647," $49,345 ",3763,0.0%,30.7%,69.3%
1304,31831,Rittman Exempted Village,Open,969,49.00%,256,104,5.60%,44.40%,,17 miles west of downtown Akron,,3910028," $42,649 ",3063,88.3%,0.0%,11.7%
1306,31856,Switzerland of Ohio Local,Open,2176,50.60%,695,267,2.40%,57.80%,,84 miles southeast of downtown Canton,,3904865," $41,286 ",9324,0.0%,1.9%,98.1%
1308,31898,Riverdale Local,Open,997,51.70%,277,107,4.70%,34.40%,,56 miles south of downtown Toledo,,3904751," $54,861 ",2382,0.0%,0.0%,100.0%
1310,31997,Riverside Local,Open,4141,53.40%,1417,593,16.10%,30.80%,,42 miles northeast of downtown Dayton,,3904809," $48,542 ",1590,0.0%,0.0%,100.0%
1312,31989,Riverside Local,Open,4141,53.40%,1417,593,16.10%,30.80%,,30 miles northeast of downtown Cleveland,@_RHSFootball,3904809," $48,542 ",1590,0.0%,0.0%,100.0%
1314,31872,River Valley Local,Open,1938,52.50%,547,222,9.20%,37.10%,,44 miles north of downtown Columbus,,3904844," $61,076 ",5057,0.0%,44.2%,55.8%
1316,31880,River View Local,Open,1979,49.20%,568,221,5.70%,47.80%,,45 miles southwest of downtown Canton,,3904648," $48,007 ",6670,0.0%,7.8%,92.2%
1318,146480,Rock Hill Local,Open,1436,51.00%,362,154,2.50%,92.90%,,97 miles south of downtown Columbus,@RockHillFb,3904794," $37,228 ",3918,4.7%,0.0%,95.3%
1320,32243,Rocky River City,Open,2701,50.30%,858,325,10.40%,10.30%,,10 miles west of downtown Cleveland,@The_Marooners,3904470," $64,118 ",10388,100.0%,0.0%,0.0%
1322,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$9,350 ",6 miles north of downtown Cincinnati,@RogerBaconFB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1324,32276,Toledo City,Open,23123,52.80%,6515,2742,65.50%,85.20%,,8 miles west of downtown Toledo,,3904490," $32,298 ",111407,99.7%,0.0%,0.3%
1326,32508,Kent City,Open,3378,50.70%,1267,452,26.20%,39.90%,,12 miles northeast of downtown Akron,,3904416," $39,599 ",13640,98.0%,0.0%,2.0%
1328,32607,Rootstown Local,Open,1148,51.70%,319,124,7.00%,19.50%,,16 miles east of downtown Akron,@RTownFB,3904921," $61,164 ",3335,51.8%,0.0%,48.2%
1330,32755,Ross Local,Open,2863,52.10%,845,340,2.50%,26.30%,,18 miles northwest of downtown Cincinnati,@Ross_Football,3904614," $72,354 ",5995,46.9%,0.0%,53.1%
1332,32763,Rossford Exempted Village,Open,1544,50.90%,427,176,21.60%,46.40%,,5 miles south of downtown Toledo,,3904560," $52,804 ",6357,89.9%,0.0%,10.1%
1340,35584,St Bernard-Elmwood Place City,Open,943,48.30%,243,92,50.20%,87.10%,,6 miles north of downtown Cincinnati,,3904471," $44,935 ",3227,100.0%,0.0%,0.0%
1342,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$7,190 ",4 miles east of downtown Columbus,@SCPrepFootball,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1344,35626,St Clairsville-Richland City,Open,1747,51.70%,563,226,9.00%,26.10%,,57 miles southeast of downtown Canton,,3904599," $61,295 ",6317,45.3%,0.0%,54.7%
1346,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$15,600 ",7 miles west of downtown Cleveland,@SEHS_FOOTBALL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1348,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$8,900 ",7 miles north of downtown Columbus,@FootballSfd,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1350,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$8,700 ",5 miles west of downtown Toledo,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1352,35659,St Henry Consolidated Local,Open,994,53.60%,301,120,3.80%,9.90%,,52 miles northwest of downtown Dayton,,3904858," $68,553 ",1609,0.0%,0.0%,100.0%
1354,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$14,800 ",3 miles southwest of downtown Cleveland,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1356,NA,Private,????,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1358,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$5,000 ",71 miles southwest of downtown Toledo,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1359,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$5,850 ",49 miles east of downtown Cleveland,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1360,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$13,635 ",9 miles west of downtown Toledo,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1362,NA,Private,????,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,65 miles southeast of downtown Canton,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1364,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$9,700 ",11 miles northeast of downtown Cleveland,@VASJFootball,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1370,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$10,115 ",32 miles southeast of downtown Toledo,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1372,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$5,450 ",47 miles east of downtown Toledo,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1374,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$4,090 ",53 miles west of downtown Cleveland,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1378,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$9,750 ",8 miles northeast of downtown Canton,@STA_KnightsFTB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1384,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$10,150 ",3 miles north of downtown Akron,@STVMFootball,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1386,NA,Private,????,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,36 miles south of downtown Toledo,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1388,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$13,320 ",9 miles north of downtown Cincinnati,@StXFB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1392,33472,Salem City,Open,2114,52.60%,614,254,11.20%,55.70%,,18 miles southwest of downtown Youngstown,,3910006," $42,867 ",7929,0.0%,92.2%,7.8%
1394,33555,Sandusky City,Open,3232,51.50%,847,333,61.10%,100.00%,,47 miles east of downtown Toledo,,3904474," $33,817 ",13372,0.0%,100.0%,0.0%
1396,33563,Sandy Valley Local,Open,1347,51.70%,408,173,2.90%,45.10%,,13 miles south of downtown Canton,@SV_Cardinals_FB,3904994," $52,523 ",3519,0.0%,0.0%,100.0%
1398,8262,Toledo City,Open,23123,52.80%,6515,2742,65.50%,85.20%,,3 miles northwest of downtown Toledo,,3904490," $32,298 ",111407,99.7%,0.0%,0.3%
1400,1198,Seneca East Local,Open,920,54.70%,309,125,5.40%,27.20%,,53 miles southeast of downtown Toledo,,3904968," $61,108 ",2159,0.0%,0.0%,100.0%
1406,34090,Shadyside Local,Open,838,51.30%,236,91,4.80%,30.50%,,67 miles southeast of downtown Canton,,3904600," $47,402 ",2692,75.4%,0.0%,24.6%
1408,34108,Shaker Heights City,Open,4955,50.50%,1638,625,59.40%,31.80%,,8 miles east of downtown Cleveland,,3904475," $70,604 ",15714,100.0%,0.0%,0.0%
1410,34199,East Cleveland City School District,Open,2174,48.90%,813,305,99.80%,97.20%,,8 miles east of downtown Cleveland,,3904390," $21,577 ",13993,100.0%,0.0%,0.0%
1412,34272,Shawnee Local,Open,2427,51.30%,703,283,16.20%,27.00%,,66 miles north of downtown Dayton,@Shawnee_FB,3904579," $61,927 ",7205,82.0%,0.0%,18.0%
1414,34256,Clark-Shawnee Local,Open,1872,52.40%,485,197,13.80%,39.10%,,24 miles east of downtown Dayton,@footballbraves,3904628," $62,743 ",4993,78.9%,0.0%,21.1%
1416,34306,Shelby City,Open,1838,51.80%,489,200,4.70%,48.50%,,63 miles west of downtown Akron,,3910009," $42,506 ",5896,0.0%,74.1%,25.9%
1418,34314,Noble Local,Open,849,51.00%,234,92,2.90%,45.60%,,70 miles south of downtown Canton,,3904890," $45,110 ",3122,0.0%,2.8%,97.2%
1420,34363,Northern Local,Open,2301,54.20%,690,280,2.60%,34.90%,,35 miles east of downtown Columbus,,3904905," $60,551 ",5888,0.7%,0.0%,99.3%
1421,34538,Cincinnati City,Open,34101,50.80%,8998,3665,75.80%,74.40%,,8 miles northeast of downtown Cincinnati,,3904375," $35,884 ",177195,100.0%,0.0%,0.0%
1422,34561,Sidney City,Open,3164,53.90%,920,389,18.80%,61.90%,,37 miles north of downtown Dayton,,3910003," $48,295 ",11046,0.0%,85.0%,15.0%
1426,34793,Green Local,Open,587,50.10%,175,77,3.10%,54.50%,,24 miles southwest of downtown Akron,@SmithieFootball,3904961," $42,989 ",1742,0.0%,1.6%,98.4%
1428,34835,Solon City,Open,4532,51.50%,1631,623,42.40%,9.50%,,17 miles southeast of downtown Cleveland,@SolonFBInfo,3904660," $96,740 ",8988,98.6%,0.0%,1.4%
1432,4812,Canton Local,Open,2046,53.70%,815,323,17.20%,76.70%,,5 miles south of downtown Canton,,3904983," $48,790 ",5594,73.8%,0.0%,26.2%
1434,NA,Cleveland Municipal,????,38666,51.60%,11963,4847,84.30%,100.00%,,NA,,3904378," $26,647 ",208325,100.0%,0.0%,0.0%
1436,35063,Columbus City School District,Open,50304,51.40%,13226,5604,77.00%,100.00%,,3 miles south of downtown Columbus,,3904380," $40,516 ",248000,99.9%,0.0%,0.1%
1438,NA,Springfield City School District,Merged 2008,7678,51.90%,1946,816,44.90%,100.00%,,NA,,3904481," $31,562 ",26718,100.0%,0.0%,0.0%
1440,35089,Willoughby-Eastlake City,Open,8006,52.10%,2687,1039,20.70%,31.10%,,18 miles northeast of downtown Cleveland,@WilloughbyRebel,3904510," $54,350 ",31490,98.7%,0.0%,1.3%
1446,34918,South Central Local,Open,748,51.90%,188,76,4.70%,46.90%,,53 miles west of downtown Akron,@SCTrojanFBall,3904773," $53,645 ",1905,0.0%,0.0%,100.0%
1448,35170,Southeast Local,Open,1507,50.30%,454,170,4.00%,44.70%,,24 miles east of downtown Akron,@Southeast_FB,3904922," $59,218 ",5077,13.1%,0.0%,86.9%
1450,35204,Southeastern Local,Open,723,50.50%,190,73,4.70%,30.40%,,49 miles south of downtown Columbus,,3904627," $51,625 ",1837,0.0%,0.0%,100.0%
1452,35196,Southeastern Local,Open,723,50.50%,190,73,4.70%,30.40%,,31 miles east of downtown Dayton,,3904627," $51,625 ",1837,0.0%,0.0%,100.0%
1453,15099,Gallia County Local,Open,2287,50.40%,637,257,6.50%,94.30%,,99 miles southeast of downtown Columbus,,3906568," $38,741 ",7023,0.0%,0.0%,100.0%
1454,35220,Southern Local,Open,869,52.50%,264,103,6.70%,99.70%,,90 miles southeast of downtown Columbus,,3904644," $44,807 ",2511,0.0%,0.8%,99.2%
1456,36095,Southern Local,Open,869,52.50%,264,103,6.70%,99.70%,,34 miles south of downtown Youngstown,,3904644," $44,807 ",2511,0.0%,0.8%,99.2%
1458,33282,South Point Local,Open,1544,51.20%,419,166,14.40%,100.00%,,109 miles south of downtown Columbus,,3904795," $44,460 ",5625,74.5%,0.0%,25.5%
1460,26229,South Range Local,Open,1269,51.50%,421,162,3.00%,22.30%,,13 miles southwest of downtown Youngstown,,3904836," $66,886 ",2786,7.7%,0.8%,91.5%
1462,NA,Lorain City,Merged 2010,6537,53.10%,2167,917,76.80%,100.00%,,NA,,3904426," $33,485 ",25095,100.0%,0.0%,0.0%
1468,35345,Spencerville Local,Open,952,52.40%,285,115,5.70%,36.10%,,67 miles north of downtown Dayton,,3904580," $48,750 ",2079,0.0%,0.0%,100.0%
1470,6593,Springboro Community City,Open,6143,51.80%,1921,752,8.90%,6.30%,,17 miles south of downtown Dayton,@boro_football_ ,3905042," $106,193 ",10419,86.1%,0.0%,13.9%
1472,35485,Springfield Local,Open,3641,50.50%,1021,410,38.10%,37.00%,,8 miles southeast of downtown Akron,@SpartanPrideFB,3904822," $57,399 ",13293,98.6%,0.0%,1.4%
1476,35477,Springfield Local,Open,3641,50.50%,1021,410,38.10%,37.00%,,10 miles west of downtown Toledo,@BlueDevilsFB,3904822," $57,399 ",13293,98.6%,0.0%,1.4%
1478,35469,Springfield Local,Open,3641,50.50%,1021,410,38.10%,37.00%,,13 miles southeast of downtown Youngstown,,3904822," $57,399 ",13293,98.6%,0.0%,1.4%
1480,35527,Springfield City School District,Open,7678,51.90%,1946,816,44.90%,100.00%,,26 miles northeast of downtown Dayton,,3904481," $31,562 ",26718,100.0%,0.0%,0.0%
1482,35865,Toledo City,Open,23123,52.80%,6515,2742,65.50%,85.20%,,6 miles northwest of downtown Toledo,,3904490," $32,298 ",111407,99.7%,0.0%,0.3%
1484,35956,Mad River Local,Open,3907,50.20%,1192,455,24.10%,59.60%,,6 miles northeast of downtown Dayton,@StebbinsFB,3904870," $43,733 ",9768,100.0%,0.0%,0.0%
