X,nonOH_div,ST,School,Best.Name,Helm
2005_13317,6,IN,South Decatur,South Decatur,
2005_10626,5,KY,Holy Cross (Covington),Covington Holy Cross,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_HolyCross-2016.png"
2005_22022,1,TX,Robert E Lee Red Raiders,Robert E Lee,#N/A
2005_12800,5,PA,The Academy Knights,The Academy,
2005_10588,6,KY,Fairview (Ashland),Ashland Fairview,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Fairview-2016.png"
2005_10072,6,WV,Mount Hope,Mount Hope,
2005_10064,6,WV,Matewan,Matewan,
2005_12392,3,PA,New Castle Red Hurricanes,New Castle,
2005_11581,6,MI,Reading,Reading,
2005_13164,3,IN,Indianapolis Bishop Chatard,Indianapolis Bishop Chatard,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BishopChatard-2016.png"
2005_10133,3,WV,Winfield Generals,Winfield,
2005_10743,3,KY,Sheldon Clark,Sheldon Clark,
2005_10093,3,WV,Point Pleasant Big Blacks,Point Pleasant,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PointPleasant-2016.png"
2005_11542,6,MI,Ottawa Lake-Whiteford,Ottawa Lake-Whiteford,
2005_9900,5,OH,Western Reserve Academy Pioneers,Western Reserve Academy,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WRA-2017_L.png"
2005_10734,1,KY,Ryle (Union),Union Ryle ,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ryle-2017.png"
2005_12491,2,PA,Brashear,Brashear,
2005_13027,3,IN,Brebeuf Jesuit Preparatory,Brebeuf Jesuit Preparatory,
2005_16000,6,SC,Prince Avenue Prep Warriors,Prince Avenue Prep,#N/A
2005_11520,6,MI,North Adams-Jerome,North Adams-Jerome,
2005_14903,3,DC,Coolidge Colts,Coolidge,#N/A
2005_12531,2,PA,Central,Erie Central,
2005_10519,6,KY,Bellevue,Bellevue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Bellevue-2016.png"
2005_10646,3,KY,Lawrence County,Lawrence County,
2005_10517,3,KY,Belfry,Belfry,
2005_12310,1,PA,State College,State College,
2005_10539,1,KY,Butler (Louisville),Louisville Butler ,
2005_10544,1,KY,Campbell County,Campbell County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CampbellCounty-2016.png"
2006_10093,3,WV,Point Pleasant Big Blacks,Point Pleasant,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PointPleasant-2016.png"
2006_16006,1,SC,James F Byrnes Rebels,James F Byrnes,#N/A
2006_10618,1,KY,Henderson County,Henderson County,
2006_12126,1,PA,Harrisburg,Harrisburg,
2006_10060,5,WV,Magnolia,Magnolia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Magnolia-2017_L.png"
2006_10119,4,WV,Tyler Consolidated,Tyler Consolidated,
2006_15008,2,NY,St Francis Red Raiders,St Francis,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StFrancis-2016.png"
2006_9900,4,OH,Western Reserve Academy Pioneers,Western Reserve Academy,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WRA-2017_L.png"
2006_1027,6,OH,Middletown Christian Eagles,Middletown Christian Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/MiddletownChristian-2017_L.png"
2006_10009,6,WV,Buffalo (Putnam),Putnam Buffalo,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Buffalo(WV)-2017_L.png"
2006_10084,6,WV,Parkersburg Catholic,Parkersburg Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_ParkCath-2017_L.png"
2006_10138,4,WV,Wyoming East,Wyoming East,
2006_10506,2,KY,Ashland Blazer,Ashland Blazer,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ashland-2016.png"
2006_12800,5,PA,The Academy Knights,The Academy,
2006_10114,4,WV,Tolsia,Tolsia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Tolsia-2017_L.png"
2006_10516,6,KY,Beechwood,Beechwood,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Beechwood-2016.png"
2006_10079,4,WV,Oak Glen,Oak Glen,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/OakGlen-2017_L.png"
2006_23000,1,AR,Springdale Bulldogs,Springdale,#N/A
2006_28098,3,FL,Chaminade-Madonna College Prep Lions,Chaminade-Madonna College Prep,#N/A
2006_10623,3,KY,Highlands,Highlands,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Highlands-2016.png"
2006_11065,2,MI,Birmingham Brother Rice,Birmingham Brother Rice,
2006_11537,2,MI,Orchard Lake St Mary,Orchard Lake St Mary,
2006_15007,1,NY,Canisius,Canisius,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Canisius-2016.png"
2006_13273,1,IN,Penn,Penn,
2006_10059,6,WV,Madonna,Madonna,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WeirtonMadonna-2017_L.png"
2006_10003,6,WV,Bishop Donahue,Bishop Donahue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/BishopDonahue-2014_L.png"
2006_13167,2,IN,Indianapolis Cathedral,Indianapolis Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral-2016.png"
2006_28316,1,FL,Lakeland Dreadnaughts,Lakeland,#N/A
2006_10562,2,KY,Covington Catholic,Covington Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CovingtonCatholic-2016.png"
2006_10129,5,WV,Wheeling Central Catholic,Wheeling Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingCentral-2015_L.png"
2006_11256,1,MI,Flint Northern,Flint Northern,
2006_782,1,OH,John Adams Rebels,John Adams,
2006_10200,6,WV,Linsly Cadets,Linsly Cadets,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Linsly-2015_L.png"
2006_10040,6,WV,Hannan,Hannan,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Hannan-2017_L.png"
2006_10125,6,WV,Wahama,Wahama,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Wahama-2017_L.png"
2006_10140,2,WV,Lincoln County Panthers,Lincoln County,
2006_10134,6,WV,Wirt County,Wirt County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_WirtCounty_Tigers.png"
2006_10637,2,KY,Johnson Central,Johnson Central,
2006_10609,3,KY,Greenup County,Greenup County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Greenup_2017_L.png"
2006_10073,4,WV,Mount View,Mount View,
2006_11676,1,MI,Temperance Bedford,Temperance Bedford,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Bedford(MI)-2016.png"
2006_14916,1,DC,Gonzaga Eagles,Gonzaga,#N/A
2006_15009,1,NY,St Joseph's Collegiate Marauders,St Joseph's Collegiate,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJoes-2016_L.png"
2006_10130,1,WV,Wheeling Park,Wheeling Park,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingPark-2015__L.png"
2006_14804,1,MD,Mount St Joseph,Mount St Joseph,#N/A
2006_10659,6,KY,Ludlow Panthers,Ludlow Panthers,
2006_10709,3,KY,Pendleton County (Falmouth),Falmouth Pendleton County,
2006_12801,5,PA,Kiski Prep,Kiski Prep,
2006_9901,0,OH,Columbus Crusaders,Columbus Crusaders,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ColumbusCrusaders-2017_L.png"
2006_11371,2,MI,Ionia,Ionia,
2006_25087,2,ON,North Park,North Park,
2006_14909,3,DC,Howard D. Woodson Warriors,Howard D. Woodson,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Woodson-2016.png"
2006_27507,1,AZ,Hamilton Huskies,Hamilton,#N/A
2006_13162,1,IN,Indianapolis Arlington,Indianapolis Arlington,
2006_10528,2,KY,Boyd County,Boyd County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BoydCounty-2016.png"
2006_10123,6,WV,Valley (Wetzel),Wetzel Valley,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Valley-2017_L-1.png"
2006_10013,6,WV,Cameron,Cameron,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Cameron-2014-L.png"
2006_10082,6,WV,Paden City,Paden City,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/PadenCity-2014_L.png"
2006_10738,1,KY,Scott County,Scott County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_ScottCounty-2016.png"
2006_13294,2,IN,Roncalli,Roncalli,
2006_10128,4,WV,Weir,Weir,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Weir-2015_L.png"
2006_10052,1,WV,John Marshall,John Marshall,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/JohnMarshall-2014_L-1.png"
2006_10132,5,WV,Williamstown,Williamstown,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Williamstown(WV)_2016.png"
2006_10655,4,KY,Lloyd Memorial,Lloyd Memorial,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Lloyd-2017.png"
2006_14906,3,DC,Roosevelt Rough Riders,Roosevelt,#N/A
2006_10007,2,WV,Brooke,Brooke,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Brooke-2015_L.png"
2006_10085,1,WV,Parkersburg South Patriots,Parkersburg South,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ParkersburgSouth-2015_L.png"
2006_25018,2,ON,Waterdown,Waterdown,
2006_17504,1,NJ,Don Bosco Prep,Don Bosco Prep,#N/A
2006_25133,1,ON,Notre Dame Catholic,Notre Dame Catholic,
2006_11582,1,MI,Detroit Catholic Central,Detroit Catholic Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_DetroitCC-2016_L.png"
2006_11555,6,MI,Petersburg-Summerfield,Petersburg-Summerfield,
2006_10126,3,WV,Wayne,Wayne,
2006_13317,6,IN,South Decatur,South Decatur,
2006_10626,5,KY,Holy Cross (Covington),Covington Holy Cross,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_HolyCross-2016.png"
2006_12827,1,PA,Cardinal O'Hara,Cardinal O'Hara,
2006_10646,3,KY,Lawrence County,Lawrence County,
2006_10588,6,KY,Fairview (Ashland),Ashland Fairview,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Fairview-2016.png"
2006_10105,5,WV,Saint Marys,St Marys,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StMarys-2017_L.png"
2006_11581,6,MI,Reading,Reading,
2006_29037,1,CA,De La Salle,De La Salle,#N/A
2006_13164,3,IN,Indianapolis Bishop Chatard,Indianapolis Bishop Chatard,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BishopChatard-2016.png"
2006_10133,3,WV,Winfield Generals,Winfield,
2006_10743,3,KY,Sheldon Clark,Sheldon Clark,
2006_22038,1,TX,Texas,Texas,#N/A
2006_25134,1,ON,St Thomas Aquinas,St Thomas Aquinas,
2006_11542,6,MI,Ottawa Lake-Whiteford,Ottawa Lake-Whiteford,
2006_10734,1,KY,Ryle (Union),Union Ryle ,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ryle-2017.png"
2006_10010,5,WV,Burch,Burch,
2006_9903,0,OH,Landmark Eagles,Landmark Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Landmark-2015_L.png"
2006_9990,6,me,JV Opponent,JV Opponent,#N/A
2006_12532,2,PA,Cathedral Prep,Cathedral Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CathedralPrep-2016.png"
2006_13075,1,IN,East Central,East Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastCentral-2016.png"
2006_12838,1,PA,Saint Joseph's Prep Hawks,Saint Joseph's Prep,
2006_11520,6,MI,North Adams-Jerome,North Adams-Jerome,
2006_14903,2,DC,Coolidge Colts,Coolidge,#N/A
2006_10519,4,KY,Bellevue,Bellevue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Bellevue-2016.png"
2006_25099,1,ON,St Thomas More,St Thomas More,
2006_12569,5,PA,Kennedy Catholic Golden Eagles,Kennedy Catholic,
2006_25020,5,ON,Trinity College,Trinity College,
2006_10713,3,KY,Pike County Central,Pike County Central,
2006_13165,1,IN,Indianapolis Broad Ripple,Indianapolis Broad Ripple,
2006_10539,1,KY,Butler (Louisville),Louisville Butler ,
2006_10544,1,KY,Campbell County,Campbell County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CampbellCounty-2016.png"
2006_12512,6,PA,Keystone,Keystone,
2006_25035,2,ON,Our Lady of Mount Carmel,Our Lady of Mount Carmel,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_OLMC-2016.png"
2006_25086,2,ON,Sir Wilfrid Laurier Rams,Sir Wilfrid Laurier,
2007_10093,3,WV,Point Pleasant Big Blacks,Point Pleasant,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PointPleasant-2016.png"
2007_553,6,OH,Fairfield Christian Academy,Fairfield Christian Academy,
2007_13352,6,IN,Union City Community,Union City Community,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_UnionCity-2016.png"
2007_29762,1,CA,Mission Viejo Diablos,Mission Viejo Diablos,#N/A
2007_11065,1,MI,Birmingham Brother Rice,Birmingham Brother Rice,
2007_13167,2,IN,Indianapolis Cathedral,Indianapolis Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral-2016.png"
2007_10119,4,WV,Tyler Consolidated,Tyler Consolidated,
2007_10060,4,WV,Magnolia,Magnolia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Magnolia-2017_L.png"
2007_10129,3,WV,Wheeling Central Catholic,Wheeling Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingCentral-2015_L.png"
2007_1027,6,OH,Middletown Christian Eagles,Middletown Christian Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/MiddletownChristian-2017_L.png"
2007_12370,1,PA,Central Catholic,Central Catholic,
2007_10009,6,WV,Buffalo (Putnam),Putnam Buffalo,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Buffalo(WV)-2017_L.png"
2007_10084,6,WV,Parkersburg Catholic,Parkersburg Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_ParkCath-2017_L.png"
2007_25102,1,ON,St Jean de Brebeuf,St Jean de Brebeuf,
2007_10200,6,WV,Linsly Cadets,Linsly Cadets,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Linsly-2015_L.png"
2007_10031,6,WV,Gilbert,Gilbert,
2007_10114,4,WV,Tolsia,Tolsia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Tolsia-2017_L.png"
2007_10562,2,KY,Covington Catholic,Covington Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CovingtonCatholic-2016.png"
2007_10079,3,WV,Oak Glen,Oak Glen,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/OakGlen-2017_L.png"
2007_14909,3,DC,Howard D. Woodson Warriors,Howard D. Woodson,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Woodson-2016.png"
2007_16501,1,MA,Mansfield Hornets,Mansfield,#N/A
2007_13075,1,IN,East Central,East Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastCentral-2016.png"
2007_11537,2,MI,Orchard Lake St Mary,Orchard Lake St Mary,
2007_15007,1,NY,Canisius,Canisius,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Canisius-2016.png"
2007_15008,2,NY,St Francis Red Raiders,St Francis,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StFrancis-2016.png"
2007_10059,6,WV,Madonna,Madonna,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WeirtonMadonna-2017_L.png"
2007_10124,6,WV,Van,Van,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Van_2016.png"
2007_10003,6,WV,Bishop Donahue,Bishop Donahue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/BishopDonahue-2014_L.png"
2007_14858,1,MD,DeMatha Catholic Stags,DeMatha Catholic,#N/A
2007_10762,1,KY,Trinity (Louisville),Louisville Trinity,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Trinity-2016_L.png"
2007_13164,4,IN,Indianapolis Bishop Chatard,Indianapolis Bishop Chatard,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BishopChatard-2016.png"
2007_10132,5,WV,Williamstown,Williamstown,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Williamstown(WV)_2016.png"
2007_10040,6,WV,Hannan,Hannan,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Hannan-2017_L.png"
2007_10125,6,WV,Wahama,Wahama,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Wahama-2017_L.png"
2007_10061,6,WV,Man,Man,
2007_10092,6,WV,Pocahontas County,Pocahontas County,
2007_10134,6,WV,Wirt County,Wirt County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_WirtCounty_Tigers.png"
2007_10637,4,KY,Johnson Central,Johnson Central,
2007_10609,2,KY,Greenup County,Greenup County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Greenup_2017_L.png"
2007_10073,4,WV,Mount View,Mount View,
2007_11676,2,MI,Temperance Bedford,Temperance Bedford,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Bedford(MI)-2016.png"
2007_15009,1,NY,St Joseph's Collegiate Marauders,St Joseph's Collegiate,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJoes-2016_L.png"
2007_14804,1,MD,Mount St Joseph,Mount St Joseph,#N/A
2007_10130,1,WV,Wheeling Park,Wheeling Park,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingPark-2015__L.png"
2007_15000,6,NY,Cardinal O'Hara Hawks,Cardinal O'Hara,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CardinalOHara-2016.png"
2007_10064,6,WV,Matewan,Matewan,
2007_13197,4,IN,Lawrenceburg,Lawrenceburg,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Lawrenceburg-2016.png"
2007_12801,5,PA,Kiski Prep,Kiski Prep,
2007_10623,2,KY,Highlands,Highlands,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Highlands-2016.png"
2007_25138,2,ON,A. B. Lucas,A. B. Lucas,
2007_9901,0,OH,Columbus Crusaders,Columbus Crusaders,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ColumbusCrusaders-2017_L.png"
2007_13162,2,IN,Indianapolis Arlington,Indianapolis Arlington,
2007_10626,1,KY,Holy Cross (Covington),Covington Holy Cross,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_HolyCross-2016.png"
2007_9903,0,OH,Landmark Eagles,Landmark Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Landmark-2015_L.png"
2007_10123,6,WV,Valley (Wetzel),Wetzel Valley,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Valley-2017_L-1.png"
2007_10013,6,WV,Cameron,Cameron,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Cameron-2014-L.png"
2007_10082,6,WV,Paden City,Paden City,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/PadenCity-2014_L.png"
2007_21499,2,IL,Mt Vernon,Mt Vernon,
2007_11503,2,MI,Muskegon Oakridge,Muskegon Oakridge,
2007_10128,3,WV,Weir,Weir,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Weir-2015_L.png"
2007_10052,4,WV,John Marshall,John Marshall,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/JohnMarshall-2014_L-1.png"
2007_10558,1,KY,Conner,Conner,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Conner-2016.png"
2007_25133,1,ON,Notre Dame Catholic,Notre Dame Catholic,
2007_13294,2,IN,Roncalli,Roncalli,
2007_10018,6,WV,Clay-Battelle,Clay-Battelle,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ClayBettele-2015__L.png"
2007_10007,2,WV,Brooke,Brooke,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Brooke-2015_L.png"
2007_10085,1,WV,Parkersburg South Patriots,Parkersburg South,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ParkersburgSouth-2015_L.png"
2007_11200,1,MI,Detroit Pershing,Detroit Pershing,
2007_23500,1,OK,Tulsa Union Redskins,Tulsa Union,#N/A
2007_12373,1,PA,Gateway Gators,Gateway,
2007_16006,1,SC,James F Byrnes Rebels,James F Byrnes,#N/A
2007_11104,1,MI,Plymouth Canton Chiefs,Plymouth Canton,
2007_10126,5,WV,Wayne,Wayne,
2007_13317,6,IN,South Decatur,South Decatur,
2007_25099,1,ON,St Thomas More,St Thomas More,
2007_30500,1,AL,Hoover Buccaneers,Hoover,#N/A
2007_25120,2,ON,Clarke Road Trojans,Clarke Road,
2007_12544,3,PA,North East,North East,
2007_10646,3,KY,Lawrence County,Lawrence County,
2007_11618,3,MI,Saginaw Nouvel,Saginaw Nouvel,
2007_25020,4,ON,Trinity College,Trinity College,
2007_11581,6,MI,Reading,Reading,
2007_31001,1,NC,Charlotte Independence Patriots,Charlotte Independence,#N/A
2007_10743,4,KY,Sheldon Clark,Sheldon Clark,
2007_10105,6,WV,Saint Marys,St Marys,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StMarys-2017_L.png"
2007_13360,1,IN,Warren Central,Warren Central,
2007_29763,1,CA,Long Beach Polytechnic Jackrabbits,Long Beach Polytechnic,#N/A
2007_10010,6,WV,Burch,Burch,
2007_30003,1,GA,Buford Wolves,Buford,#N/A
2007_938,0,OH,Manchester Greyhounds,Manchester,
2007_11369,3,MI,Inkster,Inkster,
2007_25134,2,ON,St Thomas Aquinas,St Thomas Aquinas,
2007_12532,2,PA,Cathedral Prep,Cathedral Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CathedralPrep-2016.png"
2007_11102,6,MI,Camden-Frontier,Camden-Frontier,
2007_14904,2,DC,Dunbar Crimson Tide,Dunbar,#N/A
2007_10506,3,KY,Ashland Blazer,Ashland Blazer,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ashland-2016.png"
2007_12476,6,PA,Clairton,Clairton,
2007_12569,6,PA,Kennedy Catholic Golden Eagles,Kennedy Catholic,
2007_12496,4,PA,Langley,Langley,
2007_10619,1,KY,Henry Clay,Henry Clay,
2007_12512,6,PA,Keystone,Keystone,
2007_25106,2,ON,Bishop Ryan,Bishop Ryan,
2007_11182,3,MI,Detroit Crockett Rockets,Detroit Crockett,
2008_13360,1,IN,Warren Central,Warren Central,
2008_10530,5,KY,Bracken County,Bracken County,
2008_1061,0,OH,Monclova Christian,Monclova Christian,
2008_9903,0,OH,Landmark Eagles,Landmark Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Landmark-2015_L.png"
2008_13727,3,TN,Montgomery Bell Academy,Montgomery Bell Academy,#N/A
2008_13167,2,IN,Indianapolis Cathedral,Indianapolis Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral-2016.png"
2008_25153,1,ON,Holy Trinity Catholic Titans,Holy Trinity Catholic,
2008_10060,4,WV,Magnolia,Magnolia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Magnolia-2017_L.png"
2008_10129,5,WV,Wheeling Central Catholic,Wheeling Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingCentral-2015_L.png"
2008_10770,5,KY,Walton-Verona,Walton-Verona,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_WaltonVerona-2016.png"
2008_25102,1,ON,St Jean de Brebeuf,St Jean de Brebeuf,
2008_10200,6,WV,Linsly Cadets,Linsly Cadets,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Linsly-2015_L.png"
